"contactID","timestamp","customerID","cuJob","cuPhone","q1OverallSat","q2AgentFriendliness","q3UnderstandingIssues","q4Timeliness","q5Variety","q6Resolution","q7Pricing"
"PH10-71304-rslg-36016725","1994-12-12 14:36:11","CU10-50410-xemt-62811497","Restaurant manager","01067561051",3,10,7,6,5,9,9
"PH10-3908-60205-52247-4699","1946-03-15 02:36:49","CU10-28305-pmxg-94438710","Surveyor, minerals","02804454987",8,4,8,6,3,10,10
"PH10-69313-rnjw-83069337","1993-04-05 05:14:00","CU10-3568-40159-47280-7319","Tax adviser","122.177.4963",5,9,9,6,6,5,3
"PH10-14612-bkwu-89188292","1940-12-30 19:21:35","CU10-29789-zwnx-81503529","Engineer, civil (contracting)","03817338305",7,2,8,6,6,7,9
"PH10-39553-klja-32088505","1960-05-04 21:26:04","CU10-24330-85263-52221-2698","Occupational therapist","1-905-797-9664",8,9,10,6,4,6,9
"PH10-40189-kobc-84762007","1966-02-18 03:58:14","CU10-54438-609-36902-3210","Pension scheme manager","(372)204-9005x9487",8,10,9,3,9,6,9
"PH10-17887-337-90451-3184","1980-07-06 16:14:10","CU10-47648-bdln-93716242","Speech and language therapist","06602021114",7,1,10,1,6,10,9
"PH10-33302-mkub-47872585","1974-12-05 04:59:08","CU10-15440-33781-81702-842","Legal executive","789.175.9045x6150",9,9,10,10,9,7,2
"PH10-28187-btls-32574381","1981-02-22 03:01:21","CU10-70660-tikp-85023589","Higher education careers adviser","1-849-545-0186x900",7,9,5,8,3,9,10
"PH10-52390-xzji-36118852","1951-12-15 12:55:59","CU10-83185-67641-10565-6149","Location manager","581-105-5920",6,10,9,1,1,9,2
"PH10-87861-ywcn-83086915","1950-12-04 07:19:23","CU10-76758-58538-97391-7225","Engineer, agricultural","(990)045-7971",8,1,9,1,3,5,10
"PH10-73925-84786-79990-7738","1983-06-06 22:00:13","CU10-49255-50274-84828-4765","Careers adviser","(746)810-0331",8,6,9,6,3,6,9
"PH10-64935-zhwy-28464355","1941-11-28 03:17:23","CU10-6661-18535-71603-3418","Surveyor, hydrographic","(937)200-6171x0541",9,2,7,1,3,6,5
"PH10-99161-82614-34708-8454","1989-03-24 12:15:42","CU10-45914-74421-63328-3900","Osteopath","05216772521",9,1,10,1,3,6,9
"PH10-26940-49867-32735-2605","1969-01-22 22:12:57","CU10-20065-64315-98081-3491","Chartered loss adjuster","(397)616-1591x29185",6,3,8,8,6,9,10
"PH10-72880-81559-83335-5218","1964-07-29 17:34:18","CU10-88201-27327-45645-914","Development worker, international aid","(202)907-9312",9,2,5,6,7,7,3
"PH10-14377-msuy-24358862","1974-09-17 13:25:28","CU10-15264-16946-17656-1997","Designer, fashion/clothing","942.404.5549",1,3,6,6,10,8,6
"PH10-28255-yign-44741937","1941-11-03 11:31:06","CU10-71951-obpu-14311733","Hospital doctor","233.798.5007x1454",3,8,10,9,8,10,10
"PH10-64314-54280-4855-9178","2011-01-14 16:51:33","CU10-69564-ozht-68634682","Senior tax professional/tax inspector","1-410-063-5350x2537",8,3,10,10,9,10,10
"PH10-58797-57244-22693-4697","1965-04-07 06:01:54","CU10-86178-muap-22185270","Secretary/administrator","03631718195",8,9,9,1,8,10,9
"PH10-74903-dyzf-52986944","1927-01-27 21:49:07","CU10-61413-nxco-67885212","Clinical biochemist","+13(0)6698574632",7,1,4,3,3,5,9
"PH10-61848-govp-65808127","2002-07-29 15:18:51","CU10-27219-jhba-67710441","Solicitor","07191592127",9,3,10,2,1,10,1
"PH10-24985-bueg-70570258","1959-09-01 15:38:17","CU10-15208-34441-5707-5843","Print production planner","+43(4)9270835819",4,1,9,1,3,9,4
"PH10-21515-69275-34176-8573","2018-04-25 02:19:20","CU10-10842-53277-2338-9958","Games developer","(085)784-7500",4,9,10,1,8,2,5
"PH10-26572-32457-82152-1509","1935-02-15 00:29:17","CU10-72948-50877-97587-5816","Optometrist","469-371-0755",6,1,10,8,3,7,8
"PH10-54740-28712-15912-144","2005-03-20 10:14:42","CU10-65107-50335-82945-924","Meteorologist","(598)095-5753x806",9,5,9,3,9,9,10
"PH10-58630-sbnv-24611701","1978-03-15 05:04:44","CU10-24427-80813-82203-4826","Race relations officer","(939)675-0419x13841",9,3,10,10,10,9,10
"PH10-93413-1631-92366-8081","2005-11-07 18:57:26","CU10-51283-ckzg-28241972","Financial risk analyst","+14(8)1442252493",5,1,10,10,10,9,10
"PH10-86296-68530-20859-8595","2015-08-02 05:43:23","CU10-77555-78988-53640-3061","Regulatory affairs officer","00942260382",9,9,5,2,10,9,9
"PH10-57373-56309-76549-3934","1981-05-12 14:05:12","CU10-33607-51597-7155-6914","Engineer, manufacturing systems","1-687-628-2405",9,2,5,6,10,10,3
"PH10-7732-lnyf-95939435","1936-05-12 04:35:35","CU10-27552-ndgx-56321653","Adult guidance worker","773.457.8185x895",9,10,10,8,8,9,10
"PH10-57771-qaup-45909744","2007-04-24 04:54:41","CU10-80268-40711-93809-7281","Financial adviser","947.068.5474",8,7,10,10,10,3,2
"PH10-77220-17816-50295-5438","1999-05-31 12:10:49","CU10-62408-73451-716-3853","Chief Financial Officer","(298)092-6535x13171",5,10,9,3,9,9,2
"PH10-22986-pnds-95946098","1926-05-28 09:10:21","CU10-24169-optc-67024053","Camera operator","(283)733-1514x060",9,1,7,6,9,9,2
"PH10-22769-eqwu-14307791","2004-10-06 16:29:53","CU10-42832-aihq-64801194","Chief of Staff","532.896.8929",8,9,8,10,5,9,10
"PH10-11356-jhpl-60068995","2016-10-09 15:20:55","CU10-95527-pnar-44345214","Scientist, product/process development","477.476.1370x64358",8,2,8,10,10,9,10
"PH10-10740-22535-99420-8207","1928-04-12 12:14:59","CU10-87211-pfts-44976761","Mental health nurse","158.239.4447x545",8,10,3,10,9,5,2
"PH10-71959-42760-45947-6844","2001-06-04 01:16:40","CU10-40263-dfxp-67273524","Adult nurse","1-084-867-2057x6727",8,3,2,1,8,9,2
"PH10-77662-63663-72261-2503","1932-05-15 10:22:37","CU10-49081-65778-48506-9903","Neurosurgeon","236.415.3125",8,3,9,10,3,10,2
"PH10-67586-91471-91421-4169","1968-07-05 15:30:57","CU10-50800-47528-56292-5984","Merchandiser, retail","1-459-385-4514",7,3,6,1,9,5,10
"PH10-42795-37078-55114-8705","2002-01-18 17:05:51","CU10-82510-3512-72803-8745","Surveyor, minerals","(240)679-1321x6184",8,10,10,1,9,5,2
"PH10-82799-89950-69379-3739","2004-08-11 00:28:14","CU10-20619-xzre-30279639","Further education lecturer","159.964.9092x750",8,9,7,10,10,9,9
"PH10-8966-enpd-21134795","1970-03-21 22:42:38","CU10-43199-nkmw-88040837","Financial planner","07876999033",8,9,5,9,3,9,6
"PH10-69841-222-2119-492","1944-12-18 21:42:12","CU10-77019-htxi-79089953","Illustrator","1-730-642-1214",8,3,2,8,8,10,10
"PH10-8499-4637-40497-9567","1985-02-16 13:03:57","CU10-69057-30634-76295-8806","Prison officer","1-877-093-4136x5982",4,2,9,9,8,10,2
"PH10-90644-47141-90093-1818","1954-10-08 08:46:09","CU10-56827-43293-39344-1944","Psychologist, prison and probation services","+56(0)0587616058",6,3,10,6,3,9,10
"PH10-81592-86718-86195-3898","2003-07-23 15:57:05","CU10-69327-erkx-12320960","Dentist","(606)139-4765x885",8,1,10,6,10,5,10
"PH10-20181-17166-58799-5272","1954-11-06 11:29:10","CU10-81385-36040-47652-8431","Designer, exhibition/display","888-298-0344x47266",9,1,9,10,2,9,4
"PH10-17825-nwty-92570526","1931-11-19 03:39:07","CU10-61185-63582-64196-8804","Chief Technology Officer","807.801.3282x18267",8,3,10,10,3,5,1
"PH10-88508-kigj-60951067","1949-10-02 06:42:19","CU10-50403-57716-54410-9742","Data scientist","700.815.9622",8,1,8,10,3,5,2
"PH10-33585-vbmu-89407547","1967-03-21 12:38:39","CU10-27200-tlse-50358001","Clinical scientist, histocompatibility and immunogenetics","(697)204-5520x528",8,10,10,1,5,9,2
"PH10-91767-kloq-56545949","1924-08-08 05:59:30","CU10-56895-nqsz-18211774","Data processing manager","(723)632-2929x078",9,10,8,10,9,10,10
"PH10-11374-40050-86039-6148","2008-06-16 07:34:42","CU10-3193-78555-84988-6059","Architectural technologist","660.702.3697",9,10,10,10,6,9,6
"PH10-97581-71011-33927-282","2013-08-29 03:16:52","CU10-24305-vbks-2174756","Archaeologist","1-507-139-3988",8,1,4,1,8,10,9
"PH10-81983-9436-57099-3908","1947-09-15 21:51:34","CU10-29353-70627-76919-1841","Teacher, music","+00(6)0806954382",9,9,10,10,8,7,2
"PH10-35864-uoen-91831026","2013-02-05 19:28:45","CU10-78048-26913-63799-3548","Chartered public finance accountant","1-193-076-8974x457",6,5,10,10,10,5,2
"PH10-7009-74013-73654-3610","2004-01-19 12:14:03","CU10-35791-45592-30557-9830","Surveyor, minerals","(903)855-0604x228",7,10,10,1,9,5,2
"PH10-92078-44713-60323-1192","2002-06-03 01:00:08","CU10-39912-jqfm-29405890","Advertising copywriter","(745)957-4394x7353",3,3,10,2,1,7,9
"PH10-2468-52976-22923-985","2007-02-10 23:23:40","CU10-26256-92778-43907-9696","Human resources officer","(311)169-7161",8,1,9,10,3,9,6
"PH10-44695-44727-58573-5403","1942-06-23 15:13:45","CU10-69464-txld-99525234","Academic librarian","1-630-106-4840x705",8,10,5,2,3,9,6
"PH10-64940-yalw-43880745","1924-06-02 13:39:10","CU10-65719-60855-37878-9304","Journalist, newspaper","(830)359-5247x98213",4,3,9,10,8,10,8
"PH10-49991-88063-70074-5992","1932-03-30 23:37:37","CU10-80880-zpdo-52511182","Company secretary","979.597.2683x26122",9,1,9,6,10,5,10
"PH10-3387-axpy-25811071","1948-07-15 08:08:06","CU10-39057-47459-82072-2044","Orthoptist","(619)966-3415x76514",9,1,9,1,9,6,2
"PH10-28178-ueav-92944653","1956-09-25 04:13:31","CU10-54855-61915-14888-4068","Scientist, clinical (histocompatibility and immunogenetics)","(149)911-4306x143",3,10,8,1,9,6,10
"PH10-36763-ducs-3541654","2003-03-20 20:02:07","CU10-66929-85840-14007-6646","Loss adjuster, chartered","1-045-635-0670x2452",8,2,8,2,3,6,2
"PH10-54503-4760-14891-2142","2000-01-25 14:10:48","CU10-43445-swjf-16302162","Psychologist, sport and exercise","(782)729-2325",3,10,3,6,8,10,4
"PH10-90668-1840-41232-5662","1959-08-03 06:16:50","CU10-99595-78371-10258-4196","Research officer, government","169-293-1056x171",7,1,8,6,3,2,4
"PH10-22489-rqcl-47835794","1976-12-25 04:26:34","CU10-23241-42991-63804-3464","IT trainer","00558297958",8,9,10,10,10,9,2
"PH10-81856-btdc-59800230","1958-02-20 14:18:23","CU10-32836-rbiw-12168838","Production manager","391.050.2699",10,2,9,1,3,6,10
"PH10-37371-80009-51256-5782","1945-06-05 18:18:13","CU10-72495-36552-42796-7694","Production assistant, radio","1-910-747-6860x790",9,3,8,1,9,9,9
"PH10-51049-lgqa-38684673","1994-12-28 14:48:59","CU10-27339-lnkb-46004876","Accountant, chartered management","091-886-3646x275",5,10,9,2,1,9,10
"PH10-74370-56366-12139-7217","1996-04-19 06:00:56","CU10-4520-xaqu-89666783","Manufacturing engineer","1-429-536-5583",2,9,10,6,2,9,2
"PH10-31333-axld-40272189","1966-01-25 00:49:29","CU10-85212-kgnt-54994819","Field trials officer","724.688.5308",8,9,7,6,9,10,2
"PH10-65968-3221-53522-555","1994-07-28 12:50:25","CU10-7308-weno-94985995","Visual merchandiser","725-809-9447x1677",5,1,9,9,8,7,9
"PH10-96451-zcey-46645594","1968-07-14 22:37:53","CU10-16107-vjab-4557256","Engineer, mining","213.417.7613x123",8,2,10,9,3,6,4
"PH10-3565-59368-46165-9667","1949-08-18 07:40:54","CU10-57155-89325-11243-9409","Site engineer","02984753880",8,10,8,4,4,9,5
"PH10-26663-eial-50943433","1930-07-11 19:05:15","CU10-40138-hktx-1437153","Clinical cytogeneticist","831.769.1358x596",9,3,5,6,9,5,2
"PH10-51094-dywu-53984414","1937-06-08 03:30:09","CU10-39066-26590-16183-9777","IT consultant","(553)840-2191x463",8,1,9,10,8,7,2
"PH10-28419-zwer-56646428","1951-10-15 11:51:36","CU10-18248-ksgn-56981600","Petroleum engineer","449-980-8732",8,8,9,2,10,6,6
"PH10-66234-eqlv-49448921","2017-09-11 20:46:29","CU10-17796-qbws-893201","Interior and spatial designer","437.961.1607",9,1,9,10,9,6,10
"PH10-13966-95391-83906-6754","1959-09-01 09:24:16","CU10-3588-13841-12565-8270","Chief Technology Officer","(377)323-0593x849",8,10,9,10,9,6,10
"PH10-18804-75729-30295-7520","1932-04-09 01:22:01","CU10-50028-qacg-31341491","Forensic scientist","1-501-622-4578x679",9,10,5,10,9,5,10
"PH10-39187-svqi-6854068","1973-07-09 22:53:28","CU10-75164-uyng-37271784","Newspaper journalist","331.953.6046x67077",3,9,8,7,10,9,4
"PH10-25996-96645-48490-679","1933-03-28 09:24:09","CU10-4261-lrud-69691772","Freight forwarder","04594000283",6,3,9,10,8,6,2
"PH10-95700-7958-8736-449","2006-02-26 20:35:54","CU10-4985-vqcm-26125682","Engineer, materials","02127790046",9,2,6,3,8,10,9
"PH10-75634-jwis-48861876","2000-09-12 10:48:18","CU10-30929-hkdj-42343436","Production assistant, radio","+74(6)9924464169",9,9,8,6,9,5,9
"PH10-74142-54450-99507-9674","1949-08-10 00:46:29","CU10-74917-ipow-31540707","Lighting technician, broadcasting/film/video","+44(4)5926524758",8,3,5,6,9,10,10
"PH10-4880-jvhs-47590219","1946-09-24 05:04:31","CU10-25318-snqz-41992195","Publishing copy","(544)365-5427",9,3,9,6,8,10,6
"PH10-15182-36602-34204-6261","1983-08-07 18:31:00","CU10-65914-37910-44120-644","Brewing technologist","1-637-398-3758x68045",8,10,5,1,2,7,9
"PH10-88165-knvw-91082043","1989-08-29 15:31:44","CU10-34001-iglt-26297801","Air broker","+14(8)6500956384",9,10,10,10,3,9,7
"PH10-34021-59363-51979-6218","1976-07-02 07:23:25","CU10-31121-tdqa-32400870","Surveyor, quantity","519.971.2398",4,10,10,10,3,9,9
"PH10-97467-34710-24473-2428","1965-12-13 10:59:29","CU10-69808-ljuz-9534631","Exhibition designer","(278)896-5294x26711",9,8,8,4,8,6,9
"PH10-89099-erfo-65432147","1980-08-31 00:34:07","CU10-78280-74725-58314-713","Agricultural consultant","107-513-8968x0792",8,2,8,10,3,7,5
"PH10-98131-vfqr-13462101","1965-06-08 13:09:48","CU10-64735-12181-59181-8041","TEFL teacher","(368)218-5268x3895",8,9,10,6,9,5,8
"PH10-79731-18274-85620-7065","1992-04-02 21:02:23","CU10-28159-mtub-48869357","Health and safety adviser","(396)244-5191x81791",8,3,2,5,9,9,7
"PH10-73275-20502-57851-2420","1982-07-07 06:07:06","CU10-89422-9270-6171-4688","Sales executive","1-712-024-9500x182",1,4,9,4,8,9,10
"PH10-69745-qwal-62188969","1960-07-20 15:58:35","CU10-15966-hmxc-84011813","Oceanographer","695-483-8201x7365",9,1,10,10,8,9,9
"PH10-28310-tunb-68923379","1943-09-10 09:39:04","CU10-48097-45981-90968-5384","Acupuncturist","1-028-957-4470",8,3,8,3,9,10,2
"PH10-47764-ovtj-83788060","2005-04-27 10:36:35","CU10-88784-gpsw-10041172","Make","111.583.6149x82861",9,2,9,1,9,10,9
"PH10-48598-vpoa-98073684","1999-10-07 01:03:17","CU10-33379-ohav-26020889","Landscape architect","02689738992",9,8,10,4,9,7,10
"PH10-99260-usvd-30966748","1988-05-17 09:57:28","CU10-93459-svly-98101316","Claims inspector/assessor","1-416-001-8526x60059",8,1,8,10,4,10,6
"PH10-53247-40875-31599-9861","1941-03-06 04:35:55","CU10-65649-vkfy-76439011","Clinical cytogeneticist","09045269527",8,2,8,10,8,7,10
"PH10-99014-81253-19064-9589","1941-05-06 06:20:45","CU10-75084-56086-23931-9541","Make","412-307-3995x18440",9,3,8,1,10,10,1
"PH10-68193-42075-57116-7705","1958-01-31 14:28:31","CU10-84229-45426-83750-4270","Event organiser","(872)542-5895",2,1,10,10,10,10,2
"PH10-76671-lbcs-34136830","1989-12-17 10:37:46","CU10-62764-vqky-80437282","Advertising account executive","835.470.9724x41790",9,1,8,10,9,9,10
"PH10-34146-52052-77201-4855","1932-01-19 05:34:59","CU10-45434-zbup-76817084","Engineer, water","386.259.6651",6,1,3,7,3,1,2
"PH10-44953-acre-38722135","1949-11-01 10:47:48","CU10-45982-jkpz-53618239","Contractor","(480)563-3558x5149",10,1,8,6,3,9,10
"PH10-9998-ongz-23453741","1989-12-02 04:05:11","CU10-21309-50072-4275-4901","Geographical information systems officer","796.528.7475",8,10,8,10,8,5,5
"PH10-2779-26350-68094-9346","1921-11-02 14:19:32","CU10-40472-3294-46940-4246","Ecologist","(942)524-8328x52486",9,3,10,10,3,6,9
"PH10-15890-ldsn-31349740","1978-08-22 06:08:23","CU10-87258-47878-11837-2193","Drilling engineer","628.005.3923x19282",9,9,6,5,4,6,2
"PH10-3426-tzch-26056694","1948-12-24 14:40:23","CU10-38370-gacn-95918419","Educational psychologist","(167)032-3077",8,3,8,10,3,7,9
"PH10-96155-87259-92258-8020","1934-07-28 17:30:21","CU10-34935-89043-10942-2775","Animal nutritionist","809-919-8533",7,9,9,10,9,6,9
"PH10-32343-18739-34768-9984","1966-08-14 05:36:32","CU10-83384-qwti-72479521","Lecturer, further education","896-974-3658",7,1,10,10,3,10,10
"PH10-94814-achp-28455991","1928-02-10 11:08:30","CU10-83329-48861-69582-6622","Leisure centre manager","248.008.7464",1,9,3,6,10,10,10
"PH10-89201-21103-27467-8926","1973-12-04 20:04:10","CU10-58022-37608-11877-3519","Electrical engineer","482.287.0628x2569",8,3,9,5,8,5,9
"PH10-33255-29171-77740-5290","1959-06-28 08:36:53","CU10-26878-qlxp-4847143","Politician's assistant","01106790346",9,9,9,7,10,7,1
"PH10-90851-35182-75845-1099","1977-02-25 07:13:08","CU10-49603-ohtg-17698473","Medical sales representative","638.441.7114x842",9,2,10,10,4,9,2
"PH10-68513-mhst-44479282","1943-02-11 16:23:22","CU10-24620-84141-19968-5932","Therapist, sports","895-917-9453",8,2,1,10,10,5,9
"PH10-2907-8731-52991-5995","1993-12-06 02:44:44","CU10-33067-wjrh-90694667","Communications engineer","1-386-619-1247",4,3,10,1,3,5,2
"PH10-87934-zvuq-99672911","1989-07-20 13:00:31","CU10-74650-azxu-99051431","Cabin crew","1-061-984-7030x734",8,2,9,1,3,9,10
"PH10-3574-vaiw-29269618","1946-08-09 07:04:12","CU10-77775-xfug-69701624","Horticulturist, commercial","(035)553-3062",8,9,10,1,10,6,10
"PH10-60902-1582-37212-6963","2006-01-15 04:33:16","CU10-95427-97891-26923-3840","Health service manager","1-381-001-2323x11859",2,8,10,10,3,7,9
"PH10-14223-72572-49990-8923","1934-09-17 20:38:27","CU10-60778-gjmv-4961961","Advertising account planner","059-325-0615x39406",9,5,5,6,10,10,10
"PH10-4255-96328-43107-9604","1979-02-27 23:11:17","CU10-98336-90034-95879-3243","Conservation officer, nature","476.315.1461",8,1,5,10,3,7,10
"PH10-63916-soxq-89954688","1995-09-06 09:13:37","CU10-70338-61912-17618-8147","Doctor, general practice","(661)804-1773",6,1,9,1,3,1,9
"PH10-90230-doca-70290182","1925-10-15 09:46:15","CU10-64490-svqd-89781444","Therapist, horticultural","(474)820-8382",1,1,9,1,9,9,7
"PH10-23595-83303-19836-7617","1984-01-20 03:06:24","CU10-85977-orpv-5981687","Engineer, maintenance","+14(5)6603454977",7,2,9,6,9,6,10
"PH10-50554-35517-84148-4043","2018-02-14 17:57:17","CU10-39997-12553-5190-734","Geochemist","598.924.6065",9,2,8,10,3,8,10
"PH10-23866-33147-99369-7608","1983-06-14 05:05:28","CU10-10621-rtmq-65288865","Warehouse manager","696-881-5287",10,1,3,10,3,5,3
"PH10-3662-9205-18721-3474","1999-05-02 22:10:43","CU10-97737-93003-21183-9295","Scientist, audiological","(000)029-4502",8,1,8,1,10,6,2
"PH10-93043-74095-43357-5554","1987-10-10 23:36:03","CU10-6065-uwqs-79000710","Nurse, adult","131-860-9239x91167",2,9,10,7,8,10,3
"PH10-86745-50647-57351-5119","1936-08-05 21:42:18","CU10-52385-21516-61570-7757","Recycling officer","+99(6)8783193637",9,10,9,6,5,6,10
"PH10-82868-76021-8748-1784","1998-01-13 16:07:33","CU10-79866-65519-8329-8171","Dancer","05585497556",9,2,10,10,8,5,9
"PH10-45913-fowl-13913272","1986-08-25 08:08:56","CU10-58303-29051-34045-7270","Illustrator","752.744.6807x3151",6,10,9,4,3,9,10
"PH10-83577-90596-55771-7124","1986-10-09 04:45:37","CU10-67456-phlo-97732299","Museum/gallery curator","(910)079-9554x296",8,10,10,2,9,5,9
"PH10-4479-10199-15433-6133","2014-06-27 12:41:42","CU10-29156-22858-37499-9698","Press sub","579.261.4186",9,2,8,1,3,10,10
"PH10-7351-rhad-24103021","2000-11-30 18:24:58","CU10-39420-daek-46470033","Jewellery designer","034.448.5645x04971",8,2,8,1,1,5,2
"PH10-49235-55343-57212-7077","1960-11-28 16:27:01","CU10-42016-39785-52966-478","Trading standards officer","231.326.9887",8,8,8,1,3,6,9
"PH10-47420-sxmo-68265781","2008-03-03 20:11:42","CU10-85978-dyse-38254631","Engineer, manufacturing systems","860-551-2106",3,2,8,10,1,10,9
"PH10-14502-koxt-22463432","1940-01-14 08:43:59","CU10-98214-54644-27206-9496","Ranger/warden","940-930-7219",9,6,9,10,9,10,10
"PH10-9943-wygh-14794239","2008-06-16 10:29:57","CU10-15211-63653-35060-8338","Travel agency manager","364.536.6539",8,9,9,6,4,10,2
"PH10-43420-omhi-86215438","1931-09-20 23:06:14","CU10-24353-21205-29993-6716","Administrator, sports","148.783.3487x89035",9,10,2,6,9,7,9
"PH10-7346-3279-31042-789","2014-10-20 19:52:57","CU10-31730-56862-1311-7562","Pathologist","05683257896",9,10,9,10,10,5,9
"PH10-18727-32923-23502-2666","1968-11-25 04:32:42","CU10-75655-xngv-12551243","Engineer, aeronautical","360.624.4321x694",3,2,9,1,10,9,5
"PH10-21693-yqli-31186661","1981-01-29 19:44:55","CU10-80658-43205-32238-8683","Hydrographic surveyor","1-474-594-2530",8,8,10,6,7,7,2
"PH10-22502-99730-56996-2295","2007-04-08 15:56:33","CU10-4123-xkcd-58005422","Broadcast engineer","(257)563-8016x54188",8,8,8,8,9,5,2
"PH10-69595-35030-28618-9369","1942-01-04 12:47:11","CU10-5536-lbym-61853360","Operations geologist","1-993-134-6200x6684",8,10,6,2,9,10,10
"PH10-87758-txoh-4962627","2016-12-28 17:52:58","CU10-83934-hixk-14650237","Artist","833-552-9120x2694",8,7,9,1,3,6,9
"PH10-2619-45401-29205-8193","1961-11-27 04:41:05","CU10-73206-uvpw-77149846","Accountant, chartered","336.762.4315",9,9,10,10,3,6,9
"PH10-12054-69471-97890-4753","1971-10-08 13:53:58","CU10-2425-itrb-89684686","Illustrator","1-744-477-5476",9,9,10,1,3,5,10
"PH10-69405-93552-88799-5247","1966-10-23 02:54:18","CU10-69576-anpt-66370774","Fast food restaurant manager","394.388.4877x860",8,9,5,6,9,9,2
